id,timestamp,content,length
1955928368,Thu May 28 20:52:18 PDT 2009,@ddlovato well thats not very nice to keep us in suspense  tell it!,67
1955982666,Thu May 28 20:58:14 PDT 2009,@ddlovato  when does it release? ,33
1955987916,Thu May 28 20:58:48 PDT 2009,"@ddlovato suspense, suspense. what to do during the mean time? study  did u get a tan in south america? last time i went i got bad bites!",137
1956016843,Thu May 28 21:01:56 PDT 2009,@ddlovato Your Mean ,20
1956137432,Thu May 28 21:15:36 PDT 2009,@ddlovato aaaaaaaaa Demi! whatever u wanna do is fine! crap ill wait!  Cant wait YaY!,85
1956139245,Thu May 28 21:15:49 PDT 2009,@ddlovato demi! no more suspense. lol  and i reallly want to see you on tour but im seeing JB and my mom doesnt want me to spend my $ ,134
1956156301,Thu May 28 21:17:50 PDT 2009,@ddlovato but dont worry im working on her... i think i will be there but idk. hopefuly i will see you in CHICAGO! i will cry if i dont ,136
1956174684,Thu May 28 21:20:03 PDT 2009,"@ddlovato you cruel, cruel girl...we have to wait... ",53
1956327855,Thu May 28 21:38:41 PDT 2009,@ddlovato YOU LIKE HAVING THIS POWER OVER US! -meanie ,54
1956343018,Thu May 28 21:40:35 PDT 2009,@ddlovato my back hurts  stupid sitting on the floor :/ LOL TELL US ALREADY!!! pleeeease,88
1956489755,Thu May 28 21:59:37 PDT 2009,@ddlovato  heheheh.. i wanna know!!.. &lt;3&lt;3&lt;3&lt;3&lt;3 love uu demiii!!,80
1956514847,Thu May 28 22:02:42 PDT 2009,@ddlovato Demi I miss you!!!  please return soon to Argentina!! I love you with all my heart! you're MY LIFE &lt;3 i need see you!,130
1957072637,Thu May 28 23:26:30 PDT 2009,@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!,120
1957086137,Thu May 28 23:28:47 PDT 2009,"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",96
1957096447,Thu May 28 23:30:28 PDT 2009,@ddlovato july... too long ,27
1957098844,Thu May 28 23:30:51 PDT 2009,thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick ,67
1957103831,Thu May 28 23:31:42 PDT 2009,@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:,64
1957154717,Thu May 28 23:40:18 PDT 2009,"@ddlovato Since obviously living in Alaska, only a few radio stations we get here. ",83
1957192464,Thu May 28 23:46:48 PDT 2009,@ddlovato Yayyyyyyyyyyy!!!!! but thats sp far away! ,52
1957223957,Thu May 28 23:52:26 PDT 2009,"@ddlovato, ahhhhhhh so excited for july 21 (: ecxept stupid australia won't get it til like decembbberrrrrrrr  but stilll ahhh! congratss.",138
1957523236,Fri May 29 00:46:11 PDT 2009,"@ddlovato july 21st!?? that means at your concert I won't know all the songs.  oh well, yay demi!! &lt;3",104
1960262681,Fri May 29 07:41:06 PDT 2009,@ddlovato hey! im a fan form Puerto Rico .. can'wait for your next CD ... xoxoxoxo Come back on tour here please  !!,116
1961253361,Fri May 29 09:13:03 PDT 2009,@ddlovato miss chatting with you ,33
1962257822,Fri May 29 10:46:06 PDT 2009,"It's so annoying when I want to go see The Sats, @OfficialJoBros and @ddlovato in concert..but I know I'LL Have to pay ",119
1963155007,Fri May 29 12:17:16 PDT 2009,@ddlovato DEMI YOU WERE SO PRETTY WITH YOU'RE BANGS AND EVERYTHING .YOU LOOK TOO GROWN UP IN THIS PICTURE  i liked your bangs.,126
1963330944,Fri May 29 12:33:41 PDT 2009,@ddlovato hey how is everything going? please reply back. sometimes i think you hate me because you never reply back to me ,123
1963988449,Fri May 29 13:33:16 PDT 2009,@ddlovato where are ya headin to for your family vaca? i hope the paparazzi leave you alone ,92
1964052366,Fri May 29 13:39:04 PDT 2009,@ddlovato or with other food like i can't put penutt butter in my bread it always broke my bread  y need to tosted TOO MUCH NOW,127
1964231440,Fri May 29 13:55:19 PDT 2009,Listen to Back Around by @ddlovato ...love this song. Meet @TiniOlsen tomorrow ^.^ But we canï¿½t go swimming  Sorry,116
1964247674,Fri May 29 13:56:45 PDT 2009,http://twitpic.com/67hac - My besties. If only @ddlovato was there. ,68
1964539715,Fri May 29 14:23:55 PDT 2009,"@ddlovato today &quot;sonny with a chance&quot; came to brazil, i loved it!! you're amazing &lt;33 please reply ",112
1964625858,Fri May 29 14:32:18 PDT 2009,@Jonasbrothers @ddlovato you are disappointing me...... ,56
1965087224,Fri May 29 15:18:36 PDT 2009,My besties. If only @ddlovato was there.  on Twitpic http://bit.ly/bRg6W (via @MileyCyrus),90
1965248504,Fri May 29 15:35:11 PDT 2009,@ddlovato http://twitpic.com/5h3ad - And Brazil??? WE LOVE YOU TOO!! ,69
1965265905,Fri May 29 15:36:59 PDT 2009,"@ddlovato it's quite hard cause when you attempt to spread it, the cornbread falls apart... ",92
1965379382,Fri May 29 15:49:02 PDT 2009,My besties. If only @ddlovato was there.  on Twitpic http://ff.im/-3o32G,72
1965379563,Fri May 29 15:49:03 PDT 2009,My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only @ddlovato .. http://twitpic.com/67hac,138
1965555022,Fri May 29 16:07:35 PDT 2009,tMeme&gt; My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac,132
1965999575,Fri May 29 16:56:13 PDT 2009,* My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only @ddlova.. http://twitpic.com/67hac,137
1966183016,Fri May 29 17:16:53 PDT 2009,@ddlovato  my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better ,105
1966241834,Fri May 29 17:23:45 PDT 2009,"@ddlovato How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard ",136
1966875225,Fri May 29 18:33:34 PDT 2009,"@ddlovato Come back to Brazil, pleeease! ",41
1966877040,Fri May 29 18:33:46 PDT 2009,@ddlovato haha. Can't wait 4 the video!!! Ur not going to keep us in suspense again w/the release date of the single r u? Please don't ,135
1966908918,Fri May 29 18:37:15 PDT 2009,"@ddlovato i tought u were shootin 4 your new cd, ",49
1967121318,Fri May 29 19:00:42 PDT 2009,My besties. If only @ddlovato was there.  on Twitpic http://u.nu/3f98,69
1967170860,Fri May 29 19:06:00 PDT 2009,@ddlovato Btw I thought you were filming Here We Go Again ,58
1967210169,Fri May 29 19:10:04 PDT 2009,@ddlovato im getting tired of this. you never freakin reply to me. and its rele getting me mad. ,96
1967259704,Fri May 29 19:15:19 PDT 2009,695th update. @ddlovato PLEASE SAY HI TO ME. ,45
1967360378,Fri May 29 19:26:19 PDT 2009,#TWRF My besties. If only @ddlovato was there.  on Twitpic: http://ping.fm/NZfUT - My besties. If only.. http://ping.fm/OiLdZ,125
